bg_id,taxon_id,species_label,point_id,lon,lat
1,119791,Acer_pseudoplatanus,1,35.712834597814776,49.31423793608817
2,119791,Acer_pseudoplatanus,2,28.124382947671705,47.714471306839954
3,119791,Acer_pseudoplatanus,3,37.6066792651371,52.32424541718902
4,119791,Acer_pseudoplatanus,4,9.444768654357972,47.15539865434995
5,119791,Acer_pseudoplatanus,5,-73.63185181392176,-41.38558608444987
6,119791,Acer_pseudoplatanus,6,-71.42787670435148,-39.70053764511766
7,119791,Acer_pseudoplatanus,7,34.10442381250627,47.36286218320873
8,119791,Acer_pseudoplatanus,8,30.108343492188737,59.81155628720311
9,119791,Acer_pseudoplatanus,9,-8.228809141877093,39.95203040283224
10,119791,Acer_pseudoplatanus,10,-76.94825823125487,39.54138021262557
11,119791,Acer_pseudoplatanus,11,-8.436346611402428,51.26858152217608
12,119791,Acer_pseudoplatanus,12,-74.8129761583062,-46.88926220493818
13,119791,Acer_pseudoplatanus,13,20.136851450154268,53.11318211447984
14,119791,Acer_pseudoplatanus,14,8.918347266774617,55.2979105854843
15,119791,Acer_pseudoplatanus,15,-80.12508473194467,42.86435437248504
16,119791,Acer_pseudoplatanus,16,-6.453103136573986,53.924970572232475
17,119791,Acer_pseudoplatanus,17,148.64996607852706,-35.209463483634906
18,119791,Acer_pseudoplatanus,18,16.2406330997257,57.33582860620104
19,119791,Acer_pseudoplatanus,19,1.8955210994110132,46.731537292580974
20,119791,Acer_pseudoplatanus,20,-6.437029411923163,43.77943127027132
21,119791,Acer_pseudoplatanus,21,-74.18565423176844,-52.94722625220407
22,119791,Acer_pseudoplatanus,22,15.69822101661336,52.75296739070158
23,119791,Acer_pseudoplatanus,23,-64.44938725858786,45.75679332979077
24,119791,Acer_pseudoplatanus,24,-55.26974038484124,47.49715816000653
25,119791,Acer_pseudoplatanus,25,175.86129717581392,-36.90418468064956
26,119791,Acer_pseudoplatanus,26,168.2762501343971,-46.807994179242975
27,119791,Acer_pseudoplatanus,27,-3.6818208105126473,52.51990203858457
28,119791,Acer_pseudoplatanus,28,26.113711329152153,50.768248186559426
29,119791,Acer_pseudoplatanus,29,23.026789607640012,46.48732726648721
30,119791,Acer_pseudoplatanus,30,9.993634696452432,47.210681799070784
31,119791,Acer_pseudoplatanus,31,-56.24032012904789,47.492845695355335
32,119791,Acer_pseudoplatanus,32,25.596658297379037,50.27452914654174
33,119791,Acer_pseudoplatanus,33,43.9456114769371,40.40276493552881
34,119791,Acer_pseudoplatanus,34,21.573069624418537,49.27278246255764
35,119791,Acer_pseudoplatanus,35,12.84817988667524,66.36629157751186
36,119791,Acer_pseudoplatanus,36,-72.44130420335878,-43.079481866961444
37,119791,Acer_pseudoplatanus,37,147.46182274581187,-42.9660479463503
38,119791,Acer_pseudoplatanus,38,10.158560724831545,49.1268705031529
39,119791,Acer_pseudoplatanus,39,-69.45208718759898,-52.56553616972487
40,119791,Acer_pseudoplatanus,40,15.615781393245356,46.29948197360646
41,119791,Acer_pseudoplatanus,41,33.0216906364239,49.27421449099499
42,119791,Acer_pseudoplatanus,42,17.181503016841077,47.445764359202116
43,119791,Acer_pseudoplatanus,43,28.633287844824764,43.97499070101844
44,119791,Acer_pseudoplatanus,44,15.570715574761294,47.56764535179828
45,119791,Acer_pseudoplatanus,45,13.016835921627745,59.3007067156061
46,119791,Acer_pseudoplatanus,46,24.81119177294582,49.86670180904272
47,119791,Acer_pseudoplatanus,47,25.428377676817576,42.42981949201511
48,119791,Acer_pseudoplatanus,48,-70.53133430181057,-37.189466806223926
49,119791,Acer_pseudoplatanus,49,0.15152209921677695,45.670689156348715
50,119791,Acer_pseudoplatanus,50,12.947661797187294,53.26949428925349
51,119791,Acer_pseudoplatanus,51,25.95916949839659,53.85635672723582
52,119791,Acer_pseudoplatanus,52,149.87091960048744,-35.29264348498212
53,119791,Acer_pseudoplatanus,53,30.384128577372365,52.865950459014186
54,119791,Acer_pseudoplatanus,54,20.090124219771667,60.36918517028456
55,119791,Acer_pseudoplatanus,55,28.370391599985027,47.333008113679924
56,119791,Acer_pseudoplatanus,56,4.7242476335352706,49.98775015863431
57,119791,Acer_pseudoplatanus,57,-6.129005221913786,58.69836737374949
58,119791,Acer_pseudoplatanus,58,18.274423061595115,54.59120703025763
59,119791,Acer_pseudoplatanus,59,21.85713224025625,58.29766210721401
